texts,intents
what was the release year of Girlfight?,"movie_to_year
"
what year was the movie Interiors released?,"movie_to_year
"
when was the film Margin Call released?,"movie_to_year
"
"Louisiana Story, when was it released?","movie_to_year
"
"Mondays in the Sun, when was it released?","movie_to_year
"
what was the release year of the film Under the Rainbow?,"movie_to_year
"
what was the release date of the film I Married a Witch?,"movie_to_year
"
"what year was the film 20,000 Days on Earth released?","movie_to_year
"
what year was An Average Little Man released?,"movie_to_year
"
what year was Rescue Dawn released?,"movie_to_year
"
when was the movie Hesher released?,"movie_to_year
"
what year was Black Book released?,"movie_to_year
"
what was the release year of Melvin Goes to Dinner?,"movie_to_year
"
what year was the movie The Rape of Europa released?,"movie_to_year
"
what was the release year of the movie The First Men in the Moon?,"movie_to_year
"
when was the film Last Chance Harvey released?,"movie_to_year
"
what was the release date of the movie Atrocious?,"movie_to_year
"
what was the release date of the film Rated X?,"movie_to_year
"
what year was MASH released?,"movie_to_year
"
what year was the film Emma released?,"movie_to_year
"
when was the movie 12 O'Clock Boys released?,"movie_to_year
"
what was the release date of the film Gold Diggers of 1935?,"movie_to_year
"
what was the release date of The Lair of the White Worm?,"movie_to_year
"
what was the release year of the movie LOL?,"movie_to_year
"
what was the release year of the film Earthlings?,"movie_to_year
"
what was the release year of the film Poolhall Junkies?,"movie_to_year
"
"the movie Looker, when was it released?","movie_to_year
"
"what was the release year of the movie Abbott and Costello Meet the Killer, Boris Karloff?","movie_to_year
"
what year was Waterloo Bridge released?,"movie_to_year
"
when was the movie Dark Night of the Scarecrow released?,"movie_to_year
"
what year was the movie Caro diario released?,"movie_to_year
"
what year was Eden released?,"movie_to_year
"
"the movie Lola MontÃ¨s, when was it released?","movie_to_year
"
what was the release year of Were the World Mine?,"movie_to_year
"
what year was the film Straight Shooting released?,"movie_to_year
"
what was the release year of Marooned?,"movie_to_year
"
what was the release date of Possession?,"movie_to_year
"
what was the release year of Road Kill?,"movie_to_year
"
when was Call Northside 777 released?,"movie_to_year
"
"Bootmen, when was it released?","movie_to_year
"
when was the movie Joy Division released?,"movie_to_year
"
when was Kes released?,"movie_to_year
"
what was the release year of the movie Do You Like Hitchcock??,"movie_to_year
"
what was the release date of the film The Clowns?,"movie_to_year
"
when was the film Bunny and the Bull released?,"movie_to_year
"
what year was the film The Hamiltons released?,"movie_to_year
"
what was the release year of the movie Urban Cowboy?,"movie_to_year
"
what was the release year of The Miracle of Bern?,"movie_to_year
"
"the movie Beyond, when was it released?","movie_to_year
"
what was the release year of the film Millennium?,"movie_to_year
"
what was the release date of the film Saw VI?,"movie_to_year
"
what was the release date of the movie Page Miss Glory?,"movie_to_year
"
what was the release year of the movie The Time Machine?,"movie_to_year
"
when was the movie Restoration released?,"movie_to_year
"
"Weddings and Babies, when was it released?","movie_to_year
"
what year was A Man Called Adam released?,"movie_to_year
"
what year was the movie The Little Girl Who Lives Down the Lane released?,"movie_to_year
"
"what was the release date of the movie Larceny, Inc.?","movie_to_year
"
what was the release date of the movie The Year My Voice Broke?,"movie_to_year
"
what was the release year of Pups?,"movie_to_year
"
what was the release year of the movie Accattone?,"movie_to_year
"
"the movie Killer's Kiss, when was it released?","movie_to_year
"
what was the release year of the film Lightning Strikes Twice?,"movie_to_year
"
what was the release date of the film Thirty Two Short Films About Glenn Gould?,"movie_to_year
"
what was the release year of the film Defendor?,"movie_to_year
"
what year was the movie Violent Saturday released?,"movie_to_year
"
what was the release date of White Lightnin'?,"movie_to_year
"
when was the film Alex in Wonderland released?,"movie_to_year
"
what was the release year of the movie Peg o' My Heart?,"movie_to_year
"
what year was the film Irma Vep released?,"movie_to_year
"
"Cape Fear, when was it released?","movie_to_year
"
what was the release year of the film White Elephant?,"movie_to_year
"
when was the film Jackass 3D released?,"movie_to_year
"
what year was the film Safe Passage released?,"movie_to_year
"
what was the release year of the film Wild Bill?,"movie_to_year
"
what year was the movie The World of Kanako released?,"movie_to_year
"
"Champagne, when was it released?","movie_to_year
"
when was the film Comandante released?,"movie_to_year
"
"the movie Zeisters, when was it released?","movie_to_year
"
when was The Man Who Loved Women released?,"movie_to_year
"
what year was the film Ping Pong Summer released?,"movie_to_year
"
what was the release year of the movie Patterns?,"movie_to_year
"
"Under Siege, when was it released?","movie_to_year
"
what year was the movie The Next Best Thing released?,"movie_to_year
"
"what year was the movie Lock, Stock and Two Smoking Barrels released?","movie_to_year
"
when was the film The Clan of the Cave Bear released?,"movie_to_year
"
what was the release date of the movie Kamchatka?,"movie_to_year
"
when was the film Marooned in Iraq released?,"movie_to_year
"
what was the release date of the film The Baytown Outlaws?,"movie_to_year
"
what was the release year of the film Night Passage?,"movie_to_year
"
what was the release date of The Untouchables?,"movie_to_year
"
what year was Mad Max released?,"movie_to_year
"
when was the film Big City Blues released?,"movie_to_year
"
what was the release year of the film The Pool?,"movie_to_year
"
when was the film Trick 'r Treat released?,"movie_to_year
"
"The Feminine Touch, when was it released?","movie_to_year
"
"the movie Swing, when was it released?","movie_to_year
"
"Eddie, when was it released?","movie_to_year
"
"The Tingler, when was it released?","movie_to_year
"
what year was the movie Barney's Version released?,"movie_to_year
"
what year was the film If These Walls Could Talk released?,"movie_to_year
"
"Women Without Men, when was it released?","movie_to_year
"
when was the film Jesus' Son released?,"movie_to_year
"
when was the movie Foxy Brown released?,"movie_to_year
"
when was the film The Glimmer Man released?,"movie_to_year
"
"Moscow on the Hudson, when was it released?","movie_to_year
"
what was the release date of DÃ©jÃ  Vu?,"movie_to_year
"
what year was English Vinglish released?,"movie_to_year
"
when was the movie I Don't Want to Be a Man released?,"movie_to_year
"
what year was the movie Ghost Son released?,"movie_to_year
"
what was the release date of the film The Left-Hand Side of the Fridge?,"movie_to_year
"
what was the release year of the movie The Captains?,"movie_to_year
"
when was the film Rancho Notorious released?,"movie_to_year
"
what was the release year of the movie Sabata?,"movie_to_year
"
what was the release date of the film Young Guns?,"movie_to_year
"
when was Short Eyes released?,"movie_to_year
"
"Abraham's Valley, when was it released?","movie_to_year
"
what was the release year of Mr. Mom?,"movie_to_year
"
when was the movie Opera released?,"movie_to_year
"
what was the release year of Santa Claus?,"movie_to_year
"
what was the release date of the movie Messenger of Death?,"movie_to_year
"
"the movie Being Human, when was it released?","movie_to_year
"
when was the movie Volunteers released?,"movie_to_year
"
what was the release year of the movie Hair?,"movie_to_year
"
what was the release year of the film On the Riviera?,"movie_to_year
"
what was the release date of The Man from Utah?,"movie_to_year
"
what was the release date of The Scalphunters?,"movie_to_year
"
what year was the movie Meet the Feebles released?,"movie_to_year
"
"the movie TentaÃ§Ã£o, when was it released?","movie_to_year
"
"Manhunter, when was it released?","movie_to_year
"
"the movie Planet of the Vampires, when was it released?","movie_to_year
"
when was The Bravados released?,"movie_to_year
"
what year was the film Macon County Line released?,"movie_to_year
"
"Angela, when was it released?","movie_to_year
"
what year was Funny Bones released?,"movie_to_year
"
"the movie Beyond the Forest, when was it released?","movie_to_year
"
what year was the film Silent Fall released?,"movie_to_year
"
when was Man of Aran released?,"movie_to_year
"
what year was Wings of Desire released?,"movie_to_year
"
what year was Whirlpool released?,"movie_to_year
"
when was Princess O'Rourke released?,"movie_to_year
"
what year was The Girl with the Dragon Tattoo released?,"movie_to_year
"
what was the release year of the film I Love You Too?,"movie_to_year
"
what year was How the West Was Fun released?,"movie_to_year
"
what year was Bedlam released?,"movie_to_year
"
what was the release year of the movie Trial and Error?,"movie_to_year
"
what was the release date of Coup de tÃªte?,"movie_to_year
"
what was the release year of the film The Dunwich Horror?,"movie_to_year
"
when was the movie Wasabi released?,"movie_to_year
"
what year was the movie The Out-of-Towners released?,"movie_to_year
"
what year was the movie In Cold Blood released?,"movie_to_year
"
what year was Insomnia released?,"movie_to_year
"
what year was Revenge of the Electric Car released?,"movie_to_year
"
what was the release year of Maximum Risk?,"movie_to_year
"
what year was the movie The Letter released?,"movie_to_year
"
what was the release year of the film Ashani Sanket?,"movie_to_year
"
what year was Malaya released?,"movie_to_year
"
when was the movie Species released?,"movie_to_year
"
what was the release date of Amelia?,"movie_to_year
"
what year was the movie Four Adventures of Reinette and Mirabelle released?,"movie_to_year
"
when was Yanks released?,"movie_to_year
"
what was the release year of the film Next Stop Wonderland?,"movie_to_year
"
"the movie Manson, when was it released?","movie_to_year
"
what year was the film Houdini released?,"movie_to_year
"
what was the release date of the movie Hotel?,"movie_to_year
"
what year was Django released?,"movie_to_year
"
what was the release year of the film Thumbsucker?,"movie_to_year
"
what was the release date of the movie The Sky's the Limit?,"movie_to_year
"
what was the release date of the film Garfield?,"movie_to_year
"
when was Taking Lives released?,"movie_to_year
"
when was the movie Tough Enough released?,"movie_to_year
"
what was the release year of the film Children on Their Birthdays?,"movie_to_year
"
what year was the movie Save the Date released?,"movie_to_year
"
what was the release year of the film Widows' Peak?,"movie_to_year
"
when was the film Inside Man released?,"movie_to_year
"
what was the release date of the film Vitus?,"movie_to_year
"
what year was the film The Day of the Dolphin released?,"movie_to_year
"
what was the release date of the film Free Men?,"movie_to_year
"
when was The Lincoln Lawyer released?,"movie_to_year
"
when was the film Red Scorpion released?,"movie_to_year
"
what year was Streamers released?,"movie_to_year
"
when was the film Blaze released?,"movie_to_year
"
"George of the Jungle, when was it released?","movie_to_year
"
"the movie Hello Again, when was it released?","movie_to_year
"
what year was the film Hurt released?,"movie_to_year
"
when was the movie Queen of Hearts released?,"movie_to_year
"
when was the movie Single White Female released?,"movie_to_year
"
"the movie The Mean Season, when was it released?","movie_to_year
"
what was the release date of the film Death Proof?,"movie_to_year
"
what year was the film Good Burger released?,"movie_to_year
"
what was the release date of the film Bullet?,"movie_to_year
"
"Death Machine, when was it released?","movie_to_year
"
what was the release date of the film The Dark Knight?,"movie_to_year
"
when was Missile to the Moon released?,"movie_to_year
"
when was the film Au Hasard Balthazar released?,"movie_to_year
"
what year was the movie Repo Men released?,"movie_to_year
"
what was the release date of the movie I Hope They Serve Beer in Hell?,"movie_to_year
"
what year was the film Jaws 3-D released?,"movie_to_year
"
what was the release year of the movie 976-EVIL?,"movie_to_year
"
when was Postman Blues released?,"movie_to_year
"
what year was Hit and Runway released?,"movie_to_year
"
what was the release date of the film Angel Dog?,"movie_to_year
"
what year was the film Mean Guns released?,"movie_to_year
"
what was the release date of 7 Days?,"movie_to_year
"
what was the release date of the film Sommersby?,"movie_to_year
"
what year was the movie Crackers released?,"movie_to_year
"
what was the release year of the movie Our Town?,"movie_to_year
"
what was the release date of the movie Deconstructing Harry?,"movie_to_year
"
what year was Drunken Tai Chi released?,"movie_to_year
"
when was the movie Fatso released?,"movie_to_year
"
what year was Our Relations released?,"movie_to_year
"
what was the release year of the movie The Holding?,"movie_to_year
"
what year was the movie The 11th Hour released?,"movie_to_year
"
what year was the film The Monkey's Mask released?,"movie_to_year
"
"Amazon Women on the Moon, when was it released?","movie_to_year
"
"The Brothers Grimm, when was it released?","movie_to_year
"
what was the release year of Winter Kills?,"movie_to_year
"
when was Whiteboyz released?,"movie_to_year
"
when was Branded released?,"movie_to_year
"
what was the release date of the film Without Warning?,"movie_to_year
"
"the movie Sex and the City, when was it released?","movie_to_year
"
what year was the film Polyester released?,"movie_to_year
"
what was the release date of Grey Gardens?,"movie_to_year
"
what year was Love Ranch released?,"movie_to_year
"
when was Princess Mononoke released?,"movie_to_year
"
what was the release date of the film L'amour fou?,"movie_to_year
"
what year was Mister Roberts released?,"movie_to_year
"
what year was The Satan Bug released?,"movie_to_year
"
when was Summer Things released?,"movie_to_year
"
"the movie C.H.O.M.P.S., when was it released?","movie_to_year
"
when was the movie Suburban Commando released?,"movie_to_year
"
when was Palmetto released?,"movie_to_year
"
when was Around the World Under the Sea released?,"movie_to_year
"
what was the release date of the film Macbeth?,"movie_to_year
"
what was the release date of A Haunted House 2?,"movie_to_year
"
when was Bordello of Blood released?,"movie_to_year
"
what was the release date of Rent?,"movie_to_year
"
what year was the movie The Selfish Giant released?,"movie_to_year
"
when was The Black Hole released?,"movie_to_year
"
what was the release date of The Page Turner?,"movie_to_year
"
what was the release year of the film Hell to Eternity?,"movie_to_year
"
what was the release date of Dust to Glory?,"movie_to_year
"
what was the release date of The River Murders?,"movie_to_year
"
"Heroes for Sale, when was it released?","movie_to_year
"
when was the movie Life is All You Get released?,"movie_to_year
"
what was the release date of the film Dreamchild?,"movie_to_year
"
what was the release year of the film I'm Not Rappaport?,"movie_to_year
"
what was the release date of the movie 100 Feet?,"movie_to_year
"
when was Don't Deliver Us from Evil released?,"movie_to_year
"
what was the release year of the movie Spun?,"movie_to_year
"
what was the release year of the film The Reflecting Skin?,"movie_to_year
"
what year was the movie Dangerous Liaisons released?,"movie_to_year
"
when was the movie The Body Snatcher released?,"movie_to_year
"
"Salsa, when was it released?","movie_to_year
"
what was the release date of the film Criss Cross?,"movie_to_year
"
"the movie Scaramouche, when was it released?","movie_to_year
"
what year was Five released?,"movie_to_year
"
what was the release date of the film Queen of Outer Space?,"movie_to_year
"
"Crush, when was it released?","movie_to_year
"
"When a Man Loves a Woman, when was it released?","movie_to_year
"
what was the release year of the film Head of State?,"movie_to_year
"
what was the release date of The Last Detail?,"movie_to_year
"
what year was the movie Suing the Devil released?,"movie_to_year
"
when was the movie Bringing Down the House released?,"movie_to_year
"
"Up the River, when was it released?","movie_to_year
"
what year was the movie Switching Goals released?,"movie_to_year
"
what was the release year of Mr. Jones?,"movie_to_year
"
what was the release date of the movie Arizona Raiders?,"movie_to_year
"
what was the release date of the movie The Blue Max?,"movie_to_year
"
what was the release date of the film I Love Trouble?,"movie_to_year
"
what year was the movie Blame It on the Bellboy released?,"movie_to_year
"
what was the release date of The Horse's Mouth?,"movie_to_year
"
what was the release date of the film The Haunting in Connecticut?,"movie_to_year
"
"the movie The Human Stain, when was it released?","movie_to_year
"
what was the release year of the film Ice Men?,"movie_to_year
"
when was the movie Who Killed the Electric Car? released?,"movie_to_year
"
what was the release date of the film Footnote?,"movie_to_year
"
"Once Upon a Time in the Midlands, when was it released?","movie_to_year
"
what was the release date of the film Stromboli?,"movie_to_year
"
"Billy Budd, when was it released?","movie_to_year
"
what was the release year of The Experiment?,"movie_to_year
"
"the movie Boy Eats Girl, when was it released?","movie_to_year
"
when was the film The Forger released?,"movie_to_year
"
when was the movie The Far Horizons released?,"movie_to_year
"
"School for Scoundrels, when was it released?","movie_to_year
"
"the movie Earth Days, when was it released?","movie_to_year
"
what was the release year of the movie Incantato?,"movie_to_year
"
"the movie The Count of Monte Cristo, when was it released?","movie_to_year
"
what was the release date of The Cross of Lorraine?,"movie_to_year
"
when was the film Love and a Bullet released?,"movie_to_year
"
what was the release year of the film The Babysitter?,"movie_to_year
"
when was the movie Crush released?,"movie_to_year
"
what year was the film Fast Food Nation released?,"movie_to_year
"
what was the release date of Cops?,"movie_to_year
"
what was the release year of the film Rumble in the Bronx?,"movie_to_year
"
"Elephant Boy, when was it released?","movie_to_year
"
when was Shun Li and the Poet released?,"movie_to_year
"
what was the release date of the film Tarzan's New York Adventure?,"movie_to_year
"
"the movie Tea with Mussolini, when was it released?","movie_to_year
"
when was the movie 40 Pounds of Trouble released?,"movie_to_year
"
what year was BÃ©bÃ©'s Kids released?,"movie_to_year
"
what was the release date of A Civil Action?,"movie_to_year
"
what was the release year of the movie The War?,"movie_to_year
"
when was the movie Smart Money released?,"movie_to_year
"
what was the release year of Never on Sunday?,"movie_to_year
"
what year was the film On My Way released?,"movie_to_year
"
what year was Number 17 released?,"movie_to_year
"
what was the release year of the film Camille?,"movie_to_year
"
what year was the movie My Baby's Daddy released?,"movie_to_year
"
"the movie 20 Million Miles to Earth, when was it released?","movie_to_year
"
when was La mujer de mi hermano released?,"movie_to_year
"
"the movie First Snow, when was it released?","movie_to_year
"
when was the film Where in the World Is Osama Bin Laden? released?,"movie_to_year
"
when was the movie Reflections in a Golden Eye released?,"movie_to_year
"
what year was The Third Wheel released?,"movie_to_year
"
"the movie Mr. Wrong, when was it released?","movie_to_year
"
when was Code of Silence released?,"movie_to_year
"
what was the release date of the film 1?,"movie_to_year
"
when was the movie Brainscan released?,"movie_to_year
"
what was the release year of the film Milarepa?,"movie_to_year
"
"the movie The Madness of King George, when was it released?","movie_to_year
"
what year was the film Von Ryan's Express released?,"movie_to_year
"
what was the release date of the movie The Asphalt Jungle?,"movie_to_year
"
what was the release date of the film Varsity Blues?,"movie_to_year
"
what was the release year of Zodiac?,"movie_to_year
"
what year was the film Going Hollywood released?,"movie_to_year
"
"Selena, when was it released?","movie_to_year
"
what was the release year of the film Bethlehem?,"movie_to_year
"
what was the release year of the movie Gilda?,"movie_to_year
"
what year was the movie The Girl in the Park released?,"movie_to_year
"
what year was the film Where East Is East released?,"movie_to_year
"
"the movie MÃ¶bius, when was it released?","movie_to_year
"
what year was the film The Smart Set released?,"movie_to_year
"
what was the release year of the film Guy X?,"movie_to_year
"
when was the film My Blue Heaven released?,"movie_to_year
"
what was the release year of the movie Latter Days?,"movie_to_year
"
what was the release date of the movie Western?,"movie_to_year
"
what year was Summer School released?,"movie_to_year
"
what was the release date of the movie Lisbon Story?,"movie_to_year
"
what was the release date of the movie Mighty Aphrodite?,"movie_to_year
"
what year was the movie Murphy's Law released?,"movie_to_year
"
what year was The Manchurian Candidate released?,"movie_to_year
"
what was the release date of Civil Brand?,"movie_to_year
"
what year was the film Sparks released?,"movie_to_year
"
when was the film The Last of the Mohicans released?,"movie_to_year
"
"the movie Fallen Angel, when was it released?","movie_to_year
"
what was the release date of Dream a Little Dream?,"movie_to_year
"
"the movie Tere Naam, when was it released?","movie_to_year
"
what was the release year of Kanchenjungha?,"movie_to_year
"
when was the film Big Wednesday released?,"movie_to_year
"
"the movie The Guilt Trip, when was it released?","movie_to_year
"
what was the release year of the film Solo?,"movie_to_year
"
what was the release year of the movie The Mouse That Roared?,"movie_to_year
"
"the movie Dear White People, when was it released?","movie_to_year
"
what was the release year of the movie Hostile Witness?,"movie_to_year
"
what year was the movie American Soldiers released?,"movie_to_year
"
what year was The Bleeding House released?,"movie_to_year
"
"the movie This Is the Army, when was it released?","movie_to_year
"
when was the movie Latitudes released?,"movie_to_year
"
what was the release date of the film Swimming Pool?,"movie_to_year
"
what year was the film Tentacles released?,"movie_to_year
"
what was the release date of the movie Beowulf?,"movie_to_year
"
"what year was Rachel, Rachel released?","movie_to_year
"
what year was the film Intermission released?,"movie_to_year
"
"Men in Black, when was it released?","movie_to_year
"
when was the movie Interrupted Melody released?,"movie_to_year
"
what was the release date of the movie The Beautician and the Beast?,"movie_to_year
"
what was the release year of the film Fail Safe?,"movie_to_year
"
"what was the release year of the movie I Love You, I Love You Not?","movie_to_year
"
what was the release date of the film Factotum?,"movie_to_year
"
"what was the release year of the film Tsatsiki, morsan och polisen?","movie_to_year
"
what was the release year of the movie Tammy and the Bachelor?,"movie_to_year
"
when was Big Hero 6 released?,"movie_to_year
"
when was the movie In the City released?,"movie_to_year
"
"the movie Nine Dead, when was it released?","movie_to_year
"
when was the movie The Night of the Hunter released?,"movie_to_year
"
when was Danton released?,"movie_to_year
"
when was the film Cross Creek released?,"movie_to_year
"
when was Brake released?,"movie_to_year
"
what was the release date of the movie Three Lives and Only One Death?,"movie_to_year
"
what was the release year of the film Getting Away with Murder?,"movie_to_year
"
when was Eggs released?,"movie_to_year
"
when was the movie Juliet of the Spirits released?,"movie_to_year
"
what year was Vice released?,"movie_to_year
"
what was the release date of Third Star?,"movie_to_year
"
what year was the film Up! released?,"movie_to_year
"
when was the movie Rosencrantz and Guildenstern Are Undead released?,"movie_to_year
"
what was the release date of the movie Howl's Moving Castle?,"movie_to_year
"
what was the release year of the movie I Walked with a Zombie?,"movie_to_year
"
what year was the movie The Secret Garden released?,"movie_to_year
"
when was the film Good Boy! released?,"movie_to_year
"
what was the release year of A Slight Case of Murder?,"movie_to_year
"
what was the release year of the film Dragonfly?,"movie_to_year
"
what was the release year of the film All Quiet on the Western Front?,"movie_to_year
"
what was the release date of the movie Betsy's Wedding?,"movie_to_year
"
what was the release year of the movie Saw?,"movie_to_year
"
what was the release year of the movie Marnie?,"movie_to_year
"
what was the release date of the movie The Great Lie?,"movie_to_year
"
what year was the movie How to Be a Serial Killer released?,"movie_to_year
"
what was the release year of the film Eros?,"movie_to_year
"
what was the release year of Jonah Hex?,"movie_to_year
"
what was the release year of the movie Rancho Deluxe?,"movie_to_year
"
what year was The Crystal Ball released?,"movie_to_year
"
what was the release date of the movie Barbie in the Nutcracker?,"movie_to_year
"
what year was The Criminal Code released?,"movie_to_year
"
when was the film Speedway released?,"movie_to_year
"
what year was The War Zone released?,"movie_to_year
"
what was the release year of the movie Bachelor Party Vegas?,"movie_to_year
"
what year was the movie The World of Henry Orient released?,"movie_to_year
"
what was the release date of the movie Wilson?,"movie_to_year
"
what year was the movie The Interview released?,"movie_to_year
"
what was the release date of the film The Good German?,"movie_to_year
"
what year was Period of Adjustment released?,"movie_to_year
"
what was the release date of Atlantic City?,"movie_to_year
"
what was the release date of the film Hush?,"movie_to_year
"
what year was the movie There's Always a Woman released?,"movie_to_year
"
when was the movie Girl Play released?,"movie_to_year
"
when was the movie The Return of Frank James released?,"movie_to_year
"
what was the release date of the movie Chop Shop?,"movie_to_year
"
what was the release year of the film A Teacher?,"movie_to_year
"
"Bowfinger, when was it released?","movie_to_year
"
"Fat Kid Rules the World, when was it released?","movie_to_year
"
what was the release year of the film Merrill's Marauders?,"movie_to_year
"
what was the release date of the movie Wicked City?,"movie_to_year
"
what year was the film Scott Joplin released?,"movie_to_year
"
what was the release year of the movie Scorpio?,"movie_to_year
"
when was the movie Laws of Gravity released?,"movie_to_year
"
what year was the film The Astronaut Farmer released?,"movie_to_year
"
"The Descent, when was it released?","movie_to_year
"
what year was the film Julie released?,"movie_to_year
"
when was The Prowler released?,"movie_to_year
"
what year was Before the Rains released?,"movie_to_year
"
what was the release year of the film Duck Soup?,"movie_to_year
"
what was the release date of the film Infamous?,"movie_to_year
"
what was the release date of the film The Keys to the House?,"movie_to_year
"
when was Hamlet released?,"movie_to_year
"
what was the release date of the film The Bird with the Crystal Plumage?,"movie_to_year
"
what was the release year of A Storm in Summer?,"movie_to_year
"
"The Shaggy D.A., when was it released?","movie_to_year
"
what year was Whiteout released?,"movie_to_year
"
what was the release year of the film There's Something About Mary?,"movie_to_year
"
what year was the movie Face of a Fugitive released?,"movie_to_year
"
when was Murder in Greenwich released?,"movie_to_year
"
what was the release date of The Story of Marie and Julien?,"movie_to_year
"
what was the release date of the movie Back in Business?,"movie_to_year
"
what year was the movie Alan Partridge released?,"movie_to_year
"
what was the release date of Johnny Guitar?,"movie_to_year
"
when was the movie The Virgin Spring released?,"movie_to_year
"
what was the release year of Respiro?,"movie_to_year
"
when was The Last Winter released?,"movie_to_year
"
when was the film Steal Big Steal Little released?,"movie_to_year
"
what was the release date of the movie Carla's Song?,"movie_to_year
"
what was the release year of Double Dhamaal?,"movie_to_year
"
what year was the movie Safe House released?,"movie_to_year
"
what year was Lilith released?,"movie_to_year
"
what year was Pearl Jam Twenty released?,"movie_to_year
"
"the movie Shadows in Paradise, when was it released?","movie_to_year
"
what was the release date of the movie Romanzo Criminale?,"movie_to_year
"
what was the release date of the film Our Beloved Month of August?,"movie_to_year
"
what year was Normal released?,"movie_to_year
"
what was the release year of the movie Endgame?,"movie_to_year
"
what was the release year of the film Vacuuming Completely Nude in Paradise?,"movie_to_year
"
what was the release date of Faith School Menace??,"movie_to_year
"
what year was the movie A Guide for the Married Man released?,"movie_to_year
"
what year was Doom released?,"movie_to_year
"
"the movie Downstairs, when was it released?","movie_to_year
"
when was the film Justin and the Knights of Valour released?,"movie_to_year
"
what was the release date of the movie +1?,"movie_to_year
"
what year was the film Death at a Funeral released?,"movie_to_year
"
what was the release date of the film The Keeper?,"movie_to_year
"
when was the movie Hedgehog in the Fog released?,"movie_to_year
"
what was the release date of the film Sound of My Voice?,"movie_to_year
"
what year was the film The Triumph of Love released?,"movie_to_year
"
what was the release date of the film A Carol for Another Christmas?,"movie_to_year
"
what was the release date of the film The Great Raid?,"movie_to_year
"
what was the release date of the film Towelhead?,"movie_to_year
"
when was the film Extremities released?,"movie_to_year
"
what was the release date of Within the Woods?,"movie_to_year
"
"the movie American Pie, when was it released?","movie_to_year
"
what was the release year of the film A Night in the Life of Jimmy Reardon?,"movie_to_year
"
what was the release year of the movie The Bat?,"movie_to_year
"
what was the release year of the film The Big Circus?,"movie_to_year
"
what was the release year of the film Enter the Ninja?,"movie_to_year
"
what was the release year of the movie Many Rivers to Cross?,"movie_to_year
"
when was the film A Walk in the Sun released?,"movie_to_year
"
what was the release date of Evita?,"movie_to_year
"
what was the release date of the movie Survival of the Dead?,"movie_to_year
"
what year was the film Mission to Mars released?,"movie_to_year
"
"the movie Fata Morgana, when was it released?","movie_to_year
"
what year was the movie Day of the Dead released?,"movie_to_year
"
when was the film Raining Stones released?,"movie_to_year
"
what year was the film Dead End released?,"movie_to_year
"
when was The Giver released?,"movie_to_year
"
when was the film The Odd Life of Timothy Green released?,"movie_to_year
"
when was the movie Cannibal Ferox released?,"movie_to_year
"
"the movie A Year Ago in Winter, when was it released?","movie_to_year
"
what was the release date of the movie Mirror Mirror?,"movie_to_year
"
what year was the film City of Industry released?,"movie_to_year
"
what year was Of Gods and Men released?,"movie_to_year
"
what year was Swimming with Sharks released?,"movie_to_year
"
when was the movie Closet Land released?,"movie_to_year
"
what was the release year of the movie A Good Woman?,"movie_to_year
"
what was the release date of 28 Days?,"movie_to_year
"
what was the release year of the film One Wonderful Sunday?,"movie_to_year
"
what year was the film Lili Marleen released?,"movie_to_year
"
what year was the film Birth released?,"movie_to_year
"
when was the film Bruno released?,"movie_to_year
"
when was the movie Side by Side released?,"movie_to_year
"
what was the release year of Stay Tuned?,"movie_to_year
"
when was the movie Double Trouble released?,"movie_to_year
"
when was the movie The Magnificent Yankee released?,"movie_to_year
"
when was Senso released?,"movie_to_year
"
what year was the movie The Lives of Others released?,"movie_to_year
"
what was the release year of the film Lethal Weapon?,"movie_to_year
"
what was the release date of the film Clerks II?,"movie_to_year
"
when was The Red Shoes released?,"movie_to_year
"
when was the movie Taking Care of Business released?,"movie_to_year
"
what was the release date of the film The Wilby Conspiracy?,"movie_to_year
"
what was the release date of Secret Honor?,"movie_to_year
"
"the movie What Lies Beneath, when was it released?","movie_to_year
"
what year was the movie A Midsummer Night's Dream released?,"movie_to_year
"
when was the movie Omagh released?,"movie_to_year
"
"A Perfect Getaway, when was it released?","movie_to_year
"
what was the release date of the movie The Pied Piper?,"movie_to_year
"
what year was the movie Shiner released?,"movie_to_year
"
what year was Winchester '73 released?,"movie_to_year
"
what was the release year of the movie Silent Wedding?,"movie_to_year
"
when was the film An Unforgettable Summer released?,"movie_to_year
"
when was the movie The Adventures of Mark Twain released?,"movie_to_year
"
what year was the film Cast Away released?,"movie_to_year
"
what year was The Bang Bang Club released?,"movie_to_year
"
"Messiah of Evil, when was it released?","movie_to_year
"
what was the release date of the movie The Bounty?,"movie_to_year
"
what was the release year of the movie Saturday Night Fever?,"movie_to_year
"
what was the release date of the movie The Unborn?,"movie_to_year
"
what was the release date of the movie The Fifth Estate?,"movie_to_year
"
what year was the film The Trial of Lee Harvey Oswald released?,"movie_to_year
"
what was the release date of the movie A Price Above Rubies?,"movie_to_year
"
when was Repo Man released?,"movie_to_year
"
what was the release date of Eternity and a Day?,"movie_to_year
"
what year was The Big Knife released?,"movie_to_year
"
when was the movie The ABCs of Death released?,"movie_to_year
"
what year was the film Shall We Dance? released?,"movie_to_year
"
what was the release date of Bananas?,"movie_to_year
"
when was Cargo released?,"movie_to_year
"
what was the release date of the film Cain and Mabel?,"movie_to_year
"
what year was the film Dog Park released?,"movie_to_year
"
what was the release date of the movie Tunes of Glory?,"movie_to_year
"
"Land of the Lost, when was it released?","movie_to_year
"
